ndcg%5,ndcg%10,ndcg%15,ndcg%20,ndcg%25,precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@20,recall@20,f1@20,r_precision,av_precision,reciprocal_rank,ndcg,ndcg@20,ndcg@50,facet,split
0.6551,0.6443,0.6424,0.6428,0.6468,0.4765,0.1282,0.177,0.4536,0.2321,0.267,0.423,0.4143,0.3665,0.3859,0.4756,0.6752,0.8268,0.6551,0.771,unfaceted,test
0.6607,0.6491,0.6464,0.6487,0.6517,0.4749,0.1349,0.1784,0.4493,0.2368,0.2632,0.4194,0.4128,0.3597,0.3936,0.4768,0.6612,0.8297,0.66,0.7745,unfaceted,dev
