ndcg%5,ndcg%10,ndcg%15,ndcg%20,ndcg%25,precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@20,recall@20,f1@20,r_precision,av_precision,reciprocal_rank,ndcg,ndcg@20,ndcg@50,facet,split
0.7211,0.6995,0.6861,0.6815,0.6795,0.537,0.1566,0.2106,0.4868,0.2622,0.2945,0.4361,0.4349,0.3808,0.3932,0.5105,0.7374,0.8449,0.683,0.7875,unfaceted,test
0.7321,0.7052,0.6936,0.6894,0.6882,0.5397,0.1634,0.2124,0.488,0.2675,0.2929,0.4384,0.4431,0.3797,0.4016,0.5185,0.7645,0.8492,0.6928,0.7938,unfaceted,dev
