ndcg%5,ndcg%10,ndcg%15,ndcg%20,ndcg%25,precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@20,recall@20,f1@20,r_precision,av_precision,reciprocal_rank,ndcg,ndcg@20,ndcg@50,facet,split,paper_id,title
0.06915653286001715,0.09856829697260361,0.20650552795080454,0.23479008988336666,0.2422144992529341,0.0,0.0,0.0,0.1,0.02857142857142857,0.04444444444444444,0.25,0.14285714285714285,0.18181818181818182,0.35353535353535354,0.2811990137073687,0.1,0.6537582214127241,0.23479008988336666,0.33736513093629317,background,test,52194540,"paper_id
52194540    Hate Speech Dataset from a White Supremacy Forum
52194540    Hate Speech Dataset from a White Supremacy Forum
Name: title, dtype: object"
0.0,0.040656849984370066,0.06249052790565897,0.07797201215854485,0.08810407546189959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05952380952380952,0.040042039689023,0.017857142857142856,0.4588091502092669,0.07503070537255158,0.18204872660619525,background,test,1791179,"paper_id
1791179    A Sequential Model for Multi-Class Classification
1791179    A Sequential Model for Multi-Class Classification
Name: title, dtype: object"
0.06885288809404666,0.05254821630352107,0.07518339833252963,0.06727151440555328,0.09741977998772035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.04750528757431656,0.045454545454545456,0.42249770141308035,0.06473385818317996,0.20348869282485163,background,test,6431039,"paper_id
6431039    Language Diversity across the Consonant Invent...
6431039    Language Diversity across the Consonant Invent...
Name: title, dtype: object"
0.12849265869872312,0.1721232357214216,0.2099946899067759,0.2002156003060393,0.24066683755762466,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.25,0.08333333333333334,0.01702127659574468,0.04830293819655521,0.06666666666666667,0.523528784572402,0.1499438869523901,0.2002156003060393,method,test,1198964,"paper_id
1198964    Edge-Linear First-Order Dependency Parsing wit...
1198964    Edge-Linear First-Order Dependency Parsing wit...
Name: title, dtype: object"
0.0,0.028145754610767328,0.024488361793031634,0.041506830395926,0.05007954174285099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03940886699507389,0.03245407004791347,0.023809523809523808,0.4009780495900057,0.01534182878750508,0.041506830395926,method,test,11310392,The BURCHAK corpus: a Challenge Data Set for Interactive Learning of Visually Grounded Word Meanings
0.025222702134558937,0.038421532261372265,0.06894315559418276,0.08206811530387195,0.10957788623862243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03162055335968379,0.029673320474518212,0.03571428571428571,0.4463459889285096,0.04158201666596156,0.08206811530387195,method,test,10010426,And That's A Fact: Distinguishing Factual and Emotional Argumentation in Online Dialogue
0.0701930472165361,0.09636610623364818,0.15620696561280806,0.20048841838565026,0.21648598683608175,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.16666666666666666,0.07692307692307691,0.05660377358490566,0.048891104901197746,0.05555555555555555,0.5190840216043457,0.20436946811581347,0.2521902765107563,method,test,53080736,"paper_id
53080736    FewRel: A Large-Scale Supervised Few-Shot Rela...
53080736    FewRel: A Large-Scale Supervised Few-Shot Rela...
Name: title, dtype: object"
0.13770577618809332,0.09168483603831662,0.18273764423713956,0.1849560116586053,0.1856321807440968,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08333333333333333,0.0625,0.12903225806451613,0.10665165600872022,0.08333333333333333,0.5581627159448627,0.18203189154521593,0.3542487638957282,method,test,53082542,Compact Personalized Models for Neural Machine Translation
0.2813636277104522,0.3657102632552355,0.32053899317337325,0.3294150898367542,0.3170122318557476,0.4,0.5,0.4444444444444445,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.044444444444444446,0.21319444444444444,0.3333333333333333,0.600917344097109,0.3365070889382554,0.39610369272849383,method,test,1791179,"paper_id
1791179    A Sequential Model for Multi-Class Classification
1791179    A Sequential Model for Multi-Class Classification
Name: title, dtype: object"
0.04200025143450614,0.08605157930892325,0.12381643359754588,0.15683222216157786,0.2207310804744456,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07142857142857142,0.058823529411764705,0.13725490196078433,0.11582898855771898,0.07692307692307693,0.5526080136148344,0.15683222216157786,0.3161118923292809,method,test,2468783,"paper_id
2468783    Similarity of Semantic Relations
2468783    Similarity of Semantic Relations
Name: title, dtype: object"
0.061552002044914136,0.04590316901385806,0.06287993264879883,0.07585076675994486,0.07585076675994487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08791208791208792,0.06515167298717178,0.03333333333333333,0.4029140046066753,0.07585076675994486,0.20225371819466337,method,test,80628431,"paper_id
80628431    Studying the Inductive Biases of RNNs with Syn...
80628431    Studying the Inductive Biases of RNNs with Syn...
Name: title, dtype: object"
0.3229694553147732,0.36563909561173746,0.3069667053515556,0.2743268983134816,0.2743268983134816,0.2,0.3333333333333333,0.25,0.2,0.6666666666666666,0.30769230769230765,0.1,0.6666666666666666,0.1739130434782609,0.08333333333333333,0.2611111111111111,0.5,0.5886755219630135,0.28619761741057637,0.41369131350596217,method,test,189897839,"paper_id
189897839    Sentiment analysis is not solved! Assessing an...
189897839    Sentiment analysis is not solved! Assessing an...
Name: title, dtype: object"
0.0,0.08998627205528172,0.07709264251368736,0.10356679692346694,0.09628741699971156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12244897959183673,0.09035195510688959,0.034482758620689655,0.5127594263973805,0.10356679692346694,0.2219330160831744,method,test,52194540,"paper_id
52194540    Hate Speech Dataset from a White Supremacy Forum
52194540    Hate Speech Dataset from a White Supremacy Forum
Name: title, dtype: object"
0.0,0.0,0.0,0.06416899698667532,0.06416899698667532,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.125,0.07142857142857144,0.08695652173913043,0.07090483589877905,0.0625,0.3298016726220895,0.06416899698667532,0.14967879508952892,method,test,929877,"paper_id
929877    Modelling Protagonist Goals and Desires in Fir...
929877    Modelling Protagonist Goals and Desires in Fir...
Name: title, dtype: object"
0.0701930472165361,0.09277517390303257,0.08124328005959734,0.07318919312881399,0.10818913336956774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06862745098039216,0.0565054187465671,0.03125,0.43259134825499646,0.07318919312881399,0.23098209696892222,method,test,1936997,"paper_id
1936997    ""Not not bad""is not""bad"": A distributional acc...
1936997    ""Not not bad""is not""bad"": A distributional acc...
Name: title, dtype: object"
0.17612201285628842,0.15171979322314924,0.1412976010364102,0.16225951476123665,0.21700063679799117,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07142857142857142,0.058823529411764705,0.14,0.10345588729467933,0.058823529411764705,0.533630577615263,0.1646950166761858,0.28364943672875337,method,test,102353905,Document-Level $N$-ary Relation Extraction with Multiscale Representation Learning
0.0,0.0,0.0,0.030656746124143198,0.030656746124143198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.021807909604519775,0.01694915254237288,0.3164292487050443,0.030656746124143198,0.12763248441144653,method,test,5052952,"paper_id
5052952    Veracity Computing from Lexical Cues and Perce...
5052952    Veracity Computing from Lexical Cues and Perce...
Name: title, dtype: object"
0.0,0.08318788965044792,0.10545957832755136,0.09221394060401529,0.1625972508218422,0.0,0.0,0.0,0.1,0.3333333333333333,0.15384615384615383,0.1,0.6666666666666666,0.1739130434782609,0.075,0.09712475633528266,0.1111111111111111,0.4188828142943649,0.1625972508218422,0.2754230995225082,method,test,13949438,Robust Logistic Regression using Shift Parameters (Long Version)
0.0,0.07962173599301799,0.0957083978229997,0.10819663353752094,0.12598891613397173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.017580287929125138,0.011904761904761904,0.4206103867606243,0.10819663353752094,0.24935628574745713,method,test,174799296,"paper_id
174799296    From Balustrades to Pierre Vinken: Looking for...
174799296    From Balustrades to Pierre Vinken: Looking for...
Name: title, dtype: object"
0.0,0.05598980768786557,0.04531824071159808,0.07593712383172933,0.10459227033697996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.3953247600120308,0.07593712383172933,0.22424034087623612,method,test,5270848,Incremental Adaptation Strategies for Neural Network Language Models
0.0,0.04826304941388422,0.07736336202276979,0.09810785467319527,0.1483877864384198,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06666666666666667,0.05714285714285715,0.06172839506172839,0.060073284497491754,0.07142857142857142,0.42881180993416373,0.036418540758181184,0.09810785467319527,result,test,1198964,"paper_id
1198964    Edge-Linear First-Order Dependency Parsing wit...
1198964    Edge-Linear First-Order Dependency Parsing wit...
Name: title, dtype: object"
0.06544838458426379,0.1205797130829653,0.1666012533441465,0.1804862690700312,0.20595359578605787,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07142857142857142,0.058823529411764705,0.06666666666666667,0.06768999786882893,0.09090909090909091,0.5257436224668519,0.10182400040503137,0.1804862690700312,result,test,10052042,Learning Topic-Sensitive Word Representations
0.0,0.0,0.0,0.012790867618989272,0.03762525956268858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02654867256637168,0.02352578160698528,0.02127659574468085,0.3378902643234107,0.0,0.03762525956268858,result,test,11629674,Characterizing the Language of Online Communities and its Relation to Community Reception
0.1871814592440963,0.25798050159629665,0.21001363999045625,0.20423347579820922,0.2589263163862899,0.2,0.05555555555555555,0.08695652173913045,0.3,0.16666666666666666,0.21428571428571427,0.15,0.16666666666666666,0.15789473684210525,0.1978021978021978,0.2506346741970354,1.0,0.5993533185442641,0.20671733519178243,0.35949499529968654,result,test,1587,"paper_id
1587    Get out the vote: Determining support or oppos...
1587    Get out the vote: Determining support or oppos...
Name: title, dtype: object"
0.0,0.11196978805615206,0.09703542458086614,0.17618202555922857,0.19630652714926455,0.0,0.0,0.0,0.1,0.2,0.13333333333333333,0.1,0.4,0.16000000000000003,0.05813953488372093,0.08772877743245334,0.1111111111111111,0.4456676266840031,0.17618202555922857,0.31961327591493377,result,test,174799296,"paper_id
174799296    From Balustrades to Pierre Vinken: Looking for...
174799296    From Balustrades to Pierre Vinken: Looking for...
Name: title, dtype: object"
0.2664277002454564,0.2211734508675794,0.22026740022331961,0.259124759511732,0.26218069235000707,0.2,0.1111111111111111,0.14285714285714285,0.1,0.1111111111111111,0.10526315789473685,0.05,0.1111111111111111,0.06896551724137932,0.08181818181818182,0.11152368134068882,0.5,0.5136643744240164,0.2060774702994574,0.26218069235000707,result,test,1306065,A Convolutional Neural Network for Modelling Sentences
0.23103241434628913,0.18143304785279785,0.20707121936103018,0.18419464277365022,0.2042032436410756,0.2,0.3333333333333333,0.25,0.1,0.3333333333333333,0.15384615384615383,0.05,0.3333333333333333,0.08695652173913045,0.030303030303030304,0.10232323232323233,0.25,0.5438318748728186,0.18821010963345872,0.32799034417285156,result,test,53080736,"paper_id
53080736    FewRel: A Large-Scale Supervised Few-Shot Rela...
53080736    FewRel: A Large-Scale Supervised Few-Shot Rela...
Name: title, dtype: object"
0.18339912323981486,0.20195260772404466,0.2190909629628674,0.2370295778720105,0.26174413297725113,0.0,0.0,0.0,0.1,0.07692307692307693,0.08695652173913043,0.1,0.15384615384615385,0.12121212121212123,0.14772727272727273,0.11351001970882574,0.16666666666666666,0.5651573372449034,0.25512931581583725,0.2912856269488828,result,test,2090262,Minimizing Manual Annotation Cost In Supervised Training From Corpora
0.20208310829219417,0.18343121491701567,0.16093900949203668,0.17184545556260503,0.20179801338017891,0.2,0.07142857142857142,0.10526315789473682,0.2,0.14285714285714285,0.16666666666666666,0.1,0.14285714285714285,0.11764705882352941,0.10218978102189781,0.1637543892502214,1.0,0.5317940360376272,0.16093900949203668,0.22656304954106932,result,test,2865563,Improving Statistical Machine Translation for a Resource-Poor Language Using Related Resource-Rich Languages
0.0,0.020869494211787434,0.035524869984597265,0.10267466639051266,0.1433845363849077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09016393442622951,0.08770426059996361,0.047619047619047616,0.47410912527791454,0.04977494275150323,0.17678219250614072,result,test,11844559,"paper_id
11844559    Unsupervised Induction of Semantic Roles withi...
11844559    Unsupervised Induction of Semantic Roles withi...
Name: title, dtype: object"
0.0,0.07391537319516772,0.12001076310356057,0.1552438668414013,0.1711305486516188,0.0,0.0,0.0,0.1,0.1111111111111111,0.10526315789473685,0.1,0.2222222222222222,0.13793103448275865,0.08823529411764706,0.0897108071849061,0.1111111111111111,0.5100536870056125,0.1552438668414013,0.2527793977813858,result,test,2468783,"paper_id
2468783    Similarity of Semantic Relations
2468783    Similarity of Semantic Relations
Name: title, dtype: object"
0.0,0.05784669100789459,0.07571458010530488,0.12471053773031199,0.16063903270385863,0.0,0.0,0.0,0.1,0.1111111111111111,0.10526315789473685,0.1,0.2222222222222222,0.13793103448275865,0.0989010989010989,0.11463713927197462,0.1111111111111111,0.4509905955068083,0.12261441902758108,0.250981014542507,result,test,5052952,"paper_id
5052952    Veracity Computing from Lexical Cues and Perce...
5052952    Veracity Computing from Lexical Cues and Perce...
Name: title, dtype: object"
0.17420539622445064,0.12874700277743337,0.1531188305610081,0.15642359797586794,0.1587355380507099,0.4,0.13333333333333333,0.2,0.2,0.13333333333333333,0.16,0.15,0.2,0.17142857142857143,0.1485148514851485,0.17013367395990983,0.25,0.5062534476719514,0.15642359797586794,0.27699559136675356,result,test,2360770,Your click decides your fate: Inferring Information Processing and Attrition Behavior from MOOC Video Clickstream Interactions
0.15969697161989949,0.25044123902800264,0.272777898231975,0.29442340019264807,0.36414657445266513,0.0,0.0,0.0,0.1,0.2,0.13333333333333333,0.1,0.4,0.16000000000000003,0.06172839506172839,0.08000026323409408,0.125,0.6530863635584687,0.3585982930406293,0.41871908698245186,result,test,3264891,"paper_id
3264891    Stacking classifiers for anti-spam filtering o...
3264891    Stacking classifiers for anti-spam filtering o...
Name: title, dtype: object"
0.09744822556807911,0.07190660121178989,0.09750279677777858,0.0975027967777786,0.1260936325926206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.018445121951219515,0.0125,0.37626813183369096,0.1260936325926206,0.19556595620912248,result,test,6431039,"paper_id
6431039    Language Diversity across the Consonant Invent...
6431039    Language Diversity across the Consonant Invent...
Name: title, dtype: object"
0.12092199990360372,0.09770227602876969,0.13790935790432976,0.13460152996497737,0.13460152996497737,0.2,0.2,0.20000000000000004,0.1,0.2,0.13333333333333333,0.05,0.2,0.08000000000000002,0.053763440860215055,0.08157492262443707,0.2,0.40504178951624115,0.13460152996497737,0.24104431072344987,result,test,80628431,"paper_id
80628431    Studying the Inductive Biases of RNNs with Syn...
80628431    Studying the Inductive Biases of RNNs with Syn...
Name: title, dtype: object"
0.07766997896405504,0.09348630612949485,0.12819833969326216,0.1351092523799531,0.13060951258532322,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.14285714285714285,0.07407407407407408,0.06930693069306931,0.06031931236692566,0.07692307692307693,0.4358576647775516,0.1351092523799531,0.21198131900215292,result,test,8781666,"paper_id
8781666    Learning to Win by Reading Manuals in a Monte-...
8781666    Learning to Win by Reading Manuals in a Monte-...
Name: title, dtype: object"
