ndcg%5,ndcg%10,ndcg%15,ndcg%20,ndcg%25,precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@20,recall@20,f1@20,r_precision,av_precision,reciprocal_rank,ndcg,ndcg@20,ndcg@50,facet,split
0.638,0.6297,0.6254,0.6245,0.6275,0.4616,0.1258,0.1721,0.4317,0.2188,0.2521,0.4049,0.3912,0.3489,0.3836,0.4609,0.6588,0.8185,0.6366,0.7588,unfaceted,test
0.6435,0.632,0.6293,0.631,0.6344,0.4601,0.1261,0.1697,0.4342,0.2191,0.2504,0.4057,0.3892,0.345,0.3871,0.4614,0.6557,0.8212,0.644,0.7623,unfaceted,dev
