ndcg%5,ndcg%10,ndcg%15,ndcg%20,ndcg%25,precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@20,recall@20,f1@20,r_precision,av_precision,reciprocal_rank,ndcg,ndcg@20,ndcg@50,facet,split
0.5043,0.5127,0.5192,0.5268,0.5356,0.3346,0.0729,0.1085,0.3371,0.1471,0.1825,0.3424,0.2982,0.2829,0.3705,0.3843,0.4833,0.7722,0.5509,0.6984,unfaceted,test
0.5182,0.5224,0.53,0.5364,0.5455,0.3358,0.0715,0.1069,0.3396,0.145,0.1811,0.3441,0.2949,0.2818,0.3713,0.3848,0.4882,0.7774,0.5615,0.7043,unfaceted,dev
